source_wallet,destination_wallet,transaction_count,total_btc,unique_ip_count,first_seen,last_seen
W000004,W000184,1,0.305096,1,2026-03-06 13:54:00,2026-03-06 13:54:00
W000004,W000612,1,6.368225,1,2026-04-17 04:29:00,2026-04-17 04:29:00
W000004,W000879,1,1.077774,1,2026-02-21 04:29:00,2026-02-21 04:29:00
W000004,W001010,1,0.296525,1,2026-05-15 15:26:00,2026-05-15 15:26:00
W000004,W001491,1,2.916597,1,2026-05-10 01:48:00,2026-05-10 01:48:00
W000004,W001868,1,11.379172,1,2026-03-08 22:17:00,2026-03-08 22:17:00
W000004,W002265,1,0.490155,1,2026-05-10 17:33:00,2026-05-10 17:33:00
W000005,W000053,1,6.768931,1,2026-03-27 04:20:00,2026-03-27 04:20:00
W000005,W000207,1,0.329574,1,2026-02-05 13:29:00,2026-02-05 13:29:00
W000005,W000308,1,1.290427,1,2026-01-27 05:58:00,2026-01-27 05:58:00
W000005,W000442,1,3.588522,1,2026-01-14 17:48:00,2026-01-14 17:48:00
W000005,W000552,1,14.393875,1,2026-05-25 15:49:00,2026-05-25 15:49:00
W000005,W000718,1,1.954878,1,2026-04-16 02:30:00,2026-04-16 02:30:00
W000005,W000723,1,3.571424,1,2026-04-19 10:29:00,2026-04-19 10:29:00
W000005,W001076,1,2.171226,1,2026-06-28 10:04:00,2026-06-28 10:04:00
W000005,W001449,1,3.61937,1,2026-05-05 18:49:00,2026-05-05 18:49:00
W000005,W001534,1,1.474309,1,2026-04-11 02:22:00,2026-04-11 02:22:00
W000005,W001623,1,1.28055,1,2026-06-11 16:39:00,2026-06-11 16:39:00
W000005,W001776,1,3.688877,1,2026-04-09 00:13:00,2026-04-09 00:13:00
W000005,W001838,1,5.577153,1,2026-03-03 16:24:00,2026-03-03 16:24:00
W000005,W002494,1,5.342929,1,2026-02-17 22:41:00,2026-02-17 22:41:00
W000006,W000030,1,5.984868,1,2026-06-04 04:54:00,2026-06-04 04:54:00
W000006,W000068,1,0.290803,1,2026-06-07 13:19:00,2026-06-07 13:19:00
W000006,W000513,1,3.459013,1,2026-05-13 05:47:00,2026-05-13 05:47:00
W000006,W000631,1,6.001521,1,2026-03-20 08:09:00,2026-03-20 08:09:00
W000006,W000653,1,2.528541,1,2026-04-10 23:23:00,2026-04-10 23:23:00
W000006,W000870,1,2.808718,1,2026-02-28 11:09:00,2026-02-28 11:09:00
W000006,W001060,1,3.543629,1,2026-05-01 16:24:00,2026-05-01 16:24:00
W000006,W001483,1,3.683643,1,2026-02-26 14:42:00,2026-02-26 14:42:00
W000006,W001996,1,1.472204,1,2026-05-09 15:15:00,2026-05-09 15:15:00
W000007,W000067,1,0.848333,1,2026-01-24 05:49:00,2026-01-24 05:49:00
W000007,W000086,1,12.394944,1,2026-02-25 20:07:00,2026-02-25 20:07:00
W000007,W000340,1,3.915188,1,2026-05-21 00:52:00,2026-05-21 00:52:00
W000007,W001173,1,1.72173,1,2026-04-09 16:20:00,2026-04-09 16:20:00
W000007,W001267,1,7.420183,1,2026-04-17 06:04:00,2026-04-17 06:04:00
W000007,W001549,1,6.714548,1,2026-06-22 09:06:00,2026-06-22 09:06:00
W000007,W001860,1,19.851894,1,2026-03-13 04:35:00,2026-03-13 04:35:00
W000007,W001872,1,1.913719,1,2026-06-02 12:02:00,2026-06-02 12:02:00
W000007,W001911,1,2.023334,1,2026-05-25 02:50:00,2026-05-25 02:50:00
W000007,W002027,1,4.134239,1,2026-04-28 12:11:00,2026-04-28 12:11:00
W000007,W002053,1,0.996646,1,2026-02-18 15:46:00,2026-02-18 15:46:00
W000007,W002239,1,1.267086,1,2026-04-08 23:32:00,2026-04-08 23:32:00
W000007,W002285,1,2.573386,1,2026-02-09 15:59:00,2026-02-09 15:59:00
W000007,W002287,1,2.814221,1,2026-01-22 10:46:00,2026-01-22 10:46:00
W000007,W002374,1,10.481869,1,2026-02-06 05:52:00,2026-02-06 05:52:00
W000008,W000073,1,3.195223,1,2026-02-20 03:54:00,2026-02-20 03:54:00
W000008,W000076,1,0.337776,1,2026-03-31 00:22:00,2026-03-31 00:22:00
W000008,W000164,1,2.203787,1,2026-05-30 09:29:00,2026-05-30 09:29:00
W000008,W000314,1,2.821945,1,2026-05-29 07:08:00,2026-05-29 07:08:00
W000008,W000392,1,0.614256,1,2026-02-27 03:11:00,2026-02-27 03:11:00
W000008,W000417,1,2.915893,1,2026-04-26 06:26:00,2026-04-26 06:26:00
W000008,W000421,1,11.249482,1,2026-03-19 01:17:00,2026-03-19 01:17:00
W000008,W000578,1,1.357197,1,2026-03-04 09:33:00,2026-03-04 09:33:00
W000008,W000645,1,0.401818,1,2026-03-30 02:11:00,2026-03-30 02:11:00
W000008,W000783,1,0.940199,1,2026-06-16 01:57:00,2026-06-16 01:57:00
W000008,W000791,1,0.535125,1,2026-05-26 05:52:00,2026-05-26 05:52:00
W000008,W000888,1,3.458736,1,2026-05-06 19:02:00,2026-05-06 19:02:00
W000008,W001268,1,3.163584,1,2026-03-13 22:01:00,2026-03-13 22:01:00
W000008,W001457,1,7.311965,1,2026-01-17 07:34:00,2026-01-17 07:34:00
W000008,W001474,1,3.231464,1,2026-05-06 09:12:00,2026-05-06 09:12:00
W000008,W001529,1,1.247543,1,2026-04-30 09:10:00,2026-04-30 09:10:00
W000008,W001600,1,4.755954,1,2026-06-30 02:13:00,2026-06-30 02:13:00
W000008,W001608,1,1.35955,1,2026-04-06 01:38:00,2026-04-06 01:38:00
W000008,W001812,1,0.056927,1,2026-02-10 20:59:00,2026-02-10 20:59:00
W000008,W001940,1,8.952204,1,2026-02-19 14:03:00,2026-02-19 14:03:00
W000008,W002060,1,7.306819,1,2026-06-21 03:05:00,2026-06-21 03:05:00
W000008,W002191,1,5.201591,1,2026-02-12 03:42:00,2026-02-12 03:42:00
W000008,W002197,1,3.343636,1,2026-03-05 02:56:00,2026-03-05 02:56:00
W000008,W002233,1,0.259473,1,2026-05-28 16:34:00,2026-05-28 16:34:00
W000008,W002241,1,0.196184,1,2026-04-08 23:07:00,2026-04-08 23:07:00
W000008,W002292,1,0.682817,1,2026-05-14 15:32:00,2026-05-14 15:32:00
W000008,W002360,1,0.462192,1,2026-01-10 18:55:00,2026-01-10 18:55:00
W000009,W000167,1,2.575451,1,2026-05-17 07:21:00,2026-05-17 07:21:00
W000009,W000290,1,9.964719,1,2026-05-28 09:27:00,2026-05-28 09:27:00
W000009,W000359,1,7.872231,1,2026-01-26 10:47:00,2026-01-26 10:47:00
W000009,W000681,1,2.462681,1,2026-04-17 20:50:00,2026-04-17 20:50:00
W000009,W000809,1,2.409507,1,2026-05-12 06:29:00,2026-05-12 06:29:00
W000009,W001245,1,4.414122,1,2026-01-25 03:14:00,2026-01-25 03:14:00
W000009,W001382,1,3.487762,1,2026-01-14 01:19:00,2026-01-14 01:19:00
W000009,W001528,1,4.19655,1,2026-01-02 04:47:00,2026-01-02 04:47:00
W000009,W001921,1,2.797818,1,2026-01-05 15:36:00,2026-01-05 15:36:00
W000010,W000001,1,2.492387,1,2026-04-05 00:02:00,2026-04-05 00:02:00
W000010,W000044,1,1.499779,1,2026-05-15 16:03:00,2026-05-15 16:03:00
W000010,W000445,1,0.183073,1,2026-06-20 04:34:00,2026-06-20 04:34:00
W000010,W000541,1,0.431172,1,2026-01-29 21:54:00,2026-01-29 21:54:00
W000010,W000550,1,2.885509,1,2026-05-18 23:58:00,2026-05-18 23:58:00
W000010,W000900,1,3.911648,1,2026-06-17 19:08:00,2026-06-17 19:08:00
W000010,W000922,1,5.853706,1,2026-06-06 09:36:00,2026-06-06 09:36:00
W000010,W001005,1,0.362247,1,2026-05-24 13:13:00,2026-05-24 13:13:00
W000010,W001230,1,0.488099,1,2026-06-20 10:49:00,2026-06-20 10:49:00
W000010,W001252,1,1.411604,1,2026-02-21 00:31:00,2026-02-21 00:31:00
W000010,W001420,1,2.089965,1,2026-06-23 19:49:00,2026-06-23 19:49:00
W000010,W001611,1,6.610867,1,2026-04-15 11:09:00,2026-04-15 11:09:00
W000010,W001696,1,21.177426,1,2026-04-11 05:41:00,2026-04-11 05:41:00
W000010,W001827,1,4.839132,1,2026-03-19 10:33:00,2026-03-19 10:33:00
W000010,W001907,1,3.959104,1,2026-03-10 20:58:00,2026-03-10 20:58:00
W000010,W002114,1,4.715649,1,2026-02-17 01:46:00,2026-02-17 01:46:00
W000011,W000038,1,7.591054,1,2026-01-02 02:47:00,2026-01-02 02:47:00
W000011,W000676,1,9.100522,1,2026-02-23 03:20:00,2026-02-23 03:20:00
W000011,W000852,1,10.79701,1,2026-01-14 20:22:00,2026-01-14 20:22:00
W000011,W001157,1,4.944785,1,2026-01-19 03:48:00,2026-01-19 03:48:00
W000011,W001255,1,4.3454,1,2026-05-03 05:40:00,2026-05-03 05:40:00
W000011,W001331,1,0.270839,1,2026-01-08 11:43:00,2026-01-08 11:43:00
W000011,W001497,1,16.156156,1,2026-04-18 19:53:00,2026-04-18 19:53:00
W000011,W001810,1,10.204869,1,2026-02-03 09:00:00,2026-02-03 09:00:00
W000011,W002090,1,3.874353,1,2026-04-22 04:35:00,2026-04-22 04:35:00
W000011,W002163,1,5.554325,1,2026-05-09 03:22:00,2026-05-09 03:22:00
W000011,W002229,1,2.091388,1,2026-06-19 07:35:00,2026-06-19 07:35:00
W000011,W002413,1,7.210396,1,2026-05-27 15:21:00,2026-05-27 15:21:00
W000011,W002473,1,0.968908,1,2026-02-21 14:39:00,2026-02-21 14:39:00
W000012,W000093,1,8.968893,1,2026-04-02 01:21:00,2026-04-02 01:21:00
W000012,W000105,1,4.347774,1,2026-03-31 02:59:00,2026-03-31 02:59:00
W000012,W000121,1,1.133147,1,2026-05-06 13:41:00,2026-05-06 13:41:00
W000012,W000301,1,1.052521,1,2026-04-15 09:48:00,2026-04-15 09:48:00
W000012,W000411,1,5.759858,1,2026-02-08 23:15:00,2026-02-08 23:15:00
W000012,W000468,1,1.006317,1,2026-05-05 09:09:00,2026-05-05 09:09:00
W000012,W000544,1,0.471378,1,2026-01-17 05:49:00,2026-01-17 05:49:00
W000012,W000645,1,7.03566,1,2026-06-19 20:42:00,2026-06-19 20:42:00
W000012,W000781,1,11.066436,1,2026-06-04 02:55:00,2026-06-04 02:55:00
W000012,W000816,1,0.336818,1,2026-04-29 06:56:00,2026-04-29 06:56:00
W000012,W000868,1,4.740469,1,2026-03-18 02:16:00,2026-03-18 02:16:00
W000012,W000991,1,1.523118,1,2026-03-05 09:08:00,2026-03-05 09:08:00
W000012,W001062,1,0.583357,1,2026-01-20 15:31:00,2026-01-20 15:31:00
W000012,W001343,1,7.414687,1,2026-01-24 06:13:00,2026-01-24 06:13:00
W000012,W001629,2,3.447195,2,2026-03-21 18:44:00,2026-05-01 10:14:00
W000012,W001817,1,0.241258,1,2026-03-20 04:38:00,2026-03-20 04:38:00
W000012,W001888,1,10.120255,1,2026-06-24 18:42:00,2026-06-24 18:42:00
W000012,W002026,1,1.199041,1,2026-01-20 18:26:00,2026-01-20 18:26:00
W000012,W002070,1,1.24119,1,2026-06-03 00:15:00,2026-06-03 00:15:00
W000012,W002217,1,1.876833,1,2026-02-18 10:16:00,2026-02-18 10:16:00
W000012,W002277,1,3.825808,1,2026-03-09 16:34:00,2026-03-09 16:34:00
W000012,W002482,1,6.405442,1,2026-02-11 06:41:00,2026-02-11 06:41:00
W000013,W000100,1,0.824201,1,2026-03-21 13:59:00,2026-03-21 13:59:00
W000013,W000202,1,9.731501,1,2026-03-24 22:42:00,2026-03-24 22:42:00
W000013,W000351,1,8.713548,1,2026-01-25 19:41:00,2026-01-25 19:41:00
W000013,W000494,1,3.305723,1,2026-03-02 21:36:00,2026-03-02 21:36:00
W000013,W000523,1,2.395992,1,2026-05-24 18:16:00,2026-05-24 18:16:00
W000013,W000597,1,3.603836,1,2026-06-23 17:31:00,2026-06-23 17:31:00
W000013,W000605,1,19.342947,1,2026-05-26 12:31:00,2026-05-26 12:31:00
W000013,W000630,1,0.221127,1,2026-04-14 06:12:00,2026-04-14 06:12:00
W000013,W000797,1,0.587828,1,2026-04-12 15:45:00,2026-04-12 15:45:00
W000013,W000857,1,5.43397,1,2026-03-07 17:43:00,2026-03-07 17:43:00
W000013,W001070,1,3.081285,1,2026-06-01 00:42:00,2026-06-01 00:42:00
W000013,W001167,1,0.871803,1,2026-04-23 17:02:00,2026-04-23 17:02:00
W000013,W001203,1,5.411707,1,2026-01-20 11:59:00,2026-01-20 11:59:00
W000013,W001953,1,0.833478,1,2026-02-11 03:28:00,2026-02-11 03:28:00
W000013,W002161,1,2.994273,1,2026-02-04 23:30:00,2026-02-04 23:30:00
W000013,W002350,1,8.122409,1,2026-02-27 20:07:00,2026-02-27 20:07:00
W000014,W000078,1,0.351229,1,2026-02-03 05:40:00,2026-02-03 05:40:00
W000014,W000216,1,4.629479,1,2026-03-09 06:26:00,2026-03-09 06:26:00
W000014,W000498,1,2.839303,1,2026-04-23 04:43:00,2026-04-23 04:43:00
W000014,W000558,1,0.25383,1,2026-04-18 04:07:00,2026-04-18 04:07:00
W000014,W000944,1,3.547783,1,2026-04-14 17:03:00,2026-04-14 17:03:00
W000014,W000970,1,4.383696,1,2026-03-15 21:37:00,2026-03-15 21:37:00
W000014,W001522,1,17.670502,1,2026-01-15 10:08:00,2026-01-15 10:08:00
W000014,W001591,1,0.625534,1,2026-06-18 09:55:00,2026-06-18 09:55:00
W000014,W001600,1,0.328706,1,2026-01-31 05:10:00,2026-01-31 05:10:00
W000014,W002205,1,4.996046,1,2026-01-10 10:31:00,2026-01-10 10:31:00
W000014,W002227,1,4.928831,1,2026-05-16 02:57:00,2026-05-16 02:57:00
W000015,W000246,1,12.577725,1,2026-01-02 13:17:00,2026-01-02 13:17:00
W000015,W000412,1,1.047133,1,2026-02-21 01:09:00,2026-02-21 01:09:00
W000015,W000419,1,3.010137,1,2026-04-30 22:25:00,2026-04-30 22:25:00
W000015,W000457,1,4.176095,1,2026-04-13 19:10:00,2026-04-13 19:10:00
W000015,W000908,1,6.641763,1,2026-02-16 18:07:00,2026-02-16 18:07:00
W000015,W001309,1,0.337075,1,2026-03-05 23:09:00,2026-03-05 23:09:00
W000015,W001421,1,10.761278,1,2026-04-12 16:58:00,2026-04-12 16:58:00
W000015,W001504,1,3.073314,1,2026-01-07 03:27:00,2026-01-07 03:27:00
W000015,W001599,1,2.207363,1,2026-01-06 05:48:00,2026-01-06 05:48:00
W000015,W001861,1,0.516389,1,2026-02-26 01:17:00,2026-02-26 01:17:00
W000015,W001912,1,2.479578,1,2026-06-19 16:25:00,2026-06-19 16:25:00
W000015,W002206,1,10.802816,1,2026-04-06 10:40:00,2026-04-06 10:40:00
W000015,W002217,1,4.088086,1,2026-06-04 16:23:00,2026-06-04 16:23:00
W000015,W002273,1,2.547061,1,2026-01-26 03:29:00,2026-01-26 03:29:00
W000016,W000163,1,5.672534,1,2026-03-18 05:27:00,2026-03-18 05:27:00
W000016,W000222,1,0.158681,1,2026-02-18 02:27:00,2026-02-18 02:27:00
W000016,W000250,1,11.783389,1,2026-05-23 11:13:00,2026-05-23 11:13:00
W000016,W000271,1,0.163402,1,2026-01-27 16:49:00,2026-01-27 16:49:00
W000016,W000272,1,1.628439,1,2026-02-14 08:02:00,2026-02-14 08:02:00
W000016,W000308,1,1.675713,1,2026-06-17 20:28:00,2026-06-17 20:28:00
W000016,W000955,1,0.774293,1,2026-06-28 00:30:00,2026-06-28 00:30:00
W000016,W001007,1,2.212179,1,2026-01-02 06:47:00,2026-01-02 06:47:00
W000016,W001575,1,1.422417,1,2026-01-27 12:03:00,2026-01-27 12:03:00
W000016,W001659,1,0.903122,1,2026-04-07 00:15:00,2026-04-07 00:15:00
W000016,W001663,1,1.955729,1,2026-01-06 06:45:00,2026-01-06 06:45:00
W000016,W002006,1,8.904753,1,2026-01-09 05:40:00,2026-01-09 05:40:00
W000016,W002260,1,4.925898,1,2026-05-20 07:51:00,2026-05-20 07:51:00
W000017,W000215,1,7.985458,1,2026-02-16 02:09:00,2026-02-16 02:09:00
W000017,W000250,1,1.92526,1,2026-02-27 12:28:00,2026-02-27 12:28:00
W000017,W000325,1,2.608534,1,2026-02-28 12:38:00,2026-02-28 12:38:00
W000017,W000405,1,0.933835,1,2026-01-21 13:03:00,2026-01-21 13:03:00
W000017,W000570,1,1.867994,1,2026-05-04 20:53:00,2026-05-04 20:53:00
W000017,W000727,1,0.526103,1,2026-03-20 22:23:00,2026-03-20 22:23:00
W000017,W000916,1,4.425073,1,2026-02-09 23:49:00,2026-02-09 23:49:00
W000017,W001050,1,2.607522,1,2026-06-23 01:58:00,2026-06-23 01:58:00
W000017,W001364,1,0.464075,1,2026-01-27 17:34:00,2026-01-27 17:34:00
W000017,W001664,1,2.642145,1,2026-02-16 09:18:00,2026-02-16 09:18:00
W000017,W001702,2,20.031901,2,2026-03-01 23:12:00,2026-04-24 15:23:00
W000017,W001822,1,5.065714,1,2026-05-02 03:07:00,2026-05-02 03:07:00
W000017,W001963,1,8.218191,1,2026-01-14 06:02:00,2026-01-14 06:02:00
W000017,W002329,1,1.128942,1,2026-04-15 12:17:00,2026-04-15 12:17:00
W000017,W002343,1,0.55795,1,2026-04-05 20:57:00,2026-04-05 20:57:00
W000017,W002486,1,5.286445,1,2026-05-24 07:28:00,2026-05-24 07:28:00
W000018,W000109,1,3.465417,1,2026-03-29 04:50:00,2026-03-29 04:50:00
W000018,W000144,1,0.145023,1,2026-04-17 02:27:00,2026-04-17 02:27:00
W000018,W000220,1,4.891332,1,2026-02-27 10:09:00,2026-02-27 10:09:00
W000018,W000285,1,4.492903,1,2026-04-02 06:49:00,2026-04-02 06:49:00
W000018,W000469,1,1.523297,1,2026-05-09 10:58:00,2026-05-09 10:58:00
W000018,W000572,1,2.425244,1,2026-02-16 21:04:00,2026-02-16 21:04:00
W000018,W000716,1,10.744826,1,2026-02-19 07:28:00,2026-02-19 07:28:00
W000018,W000799,1,1.020469,1,2026-05-24 22:02:00,2026-05-24 22:02:00
W000018,W000816,1,0.161597,1,2026-01-28 23:38:00,2026-01-28 23:38:00
W000018,W000846,1,1.722657,1,2026-02-24 02:01:00,2026-02-24 02:01:00
W000018,W000924,1,6.958579,1,2026-04-25 05:46:00,2026-04-25 05:46:00
W000018,W000946,1,1.737261,1,2026-02-24 22:22:00,2026-02-24 22:22:00
W000018,W000962,1,2.398718,1,2026-06-18 05:51:00,2026-06-18 05:51:00
W000018,W001114,1,4.303585,1,2026-03-20 18:46:00,2026-03-20 18:46:00
W000018,W001145,1,12.87016,1,2026-03-02 09:41:00,2026-03-02 09:41:00
W000018,W001225,1,5.132047,1,2026-03-27 00:39:00,2026-03-27 00:39:00
W000018,W001244,1,0.521116,1,2026-05-18 06:18:00,2026-05-18 06:18:00
W000018,W001282,1,0.443104,1,2026-03-16 21:47:00,2026-03-16 21:47:00
W000018,W001462,1,2.561872,1,2026-06-16 09:57:00,2026-06-16 09:57:00
W000018,W001770,1,0.357608,1,2026-02-14 18:49:00,2026-02-14 18:49:00
W000018,W001920,1,33.079819,1,2026-03-22 23:03:00,2026-03-22 23:03:00
W000018,W001960,1,11.961943,1,2026-03-24 19:26:00,2026-03-24 19:26:00
W000018,W002040,1,5.680749,1,2026-02-03 20:29:00,2026-02-03 20:29:00
W000018,W002165,1,3.354322,1,2026-06-11 08:22:00,2026-06-11 08:22:00
W000018,W002446,1,3.947775,1,2026-02-08 21:52:00,2026-02-08 21:52:00
W000019,W000126,1,0.368735,1,2026-05-10 17:20:00,2026-05-10 17:20:00
W000019,W000165,1,1.269384,1,2026-01-13 04:50:00,2026-01-13 04:50:00
W000019,W000420,1,3.452033,1,2026-01-11 03:16:00,2026-01-11 03:16:00
W000019,W000627,1,6.503307,1,2026-01-17 17:09:00,2026-01-17 17:09:00
W000019,W000651,1,3.367172,1,2026-03-03 14:44:00,2026-03-03 14:44:00
W000019,W000812,1,0.951507,1,2026-01-22 15:45:00,2026-01-22 15:45:00
W000019,W000850,1,4.314782,1,2026-03-30 21:54:00,2026-03-30 21:54:00
W000019,W000920,1,3.700647,1,2026-04-01 22:05:00,2026-04-01 22:05:00
W000019,W000945,1,0.338942,1,2026-03-15 06:31:00,2026-03-15 06:31:00
W000019,W001402,1,0.079374,1,2026-06-05 12:57:00,2026-06-05 12:57:00
W000019,W001427,1,1.727705,1,2026-05-25 12:26:00,2026-05-25 12:26:00
W000019,W001521,1,1.85594,1,2026-05-13 08:49:00,2026-05-13 08:49:00
W000019,W002333,1,0.703627,1,2026-06-17 01:18:00,2026-06-17 01:18:00
W000020,W000217,1,0.246882,1,2026-03-17 20:26:00,2026-03-17 20:26:00
W000020,W000415,1,0.695318,1,2026-05-26 23:36:00,2026-05-26 23:36:00
W000020,W000424,1,5.060914,1,2026-05-01 11:09:00,2026-05-01 11:09:00
W000020,W000529,1,2.125266,1,2026-05-18 23:35:00,2026-05-18 23:35:00
W000020,W001027,1,2.407151,1,2026-04-15 18:00:00,2026-04-15 18:00:00
W000020,W001089,1,2.667153,1,2026-01-09 03:34:00,2026-01-09 03:34:00
W000020,W001147,1,1.178313,1,2026-05-01 19:56:00,2026-05-01 19:56:00
W000020,W001172,1,1.694859,1,2026-06-18 10:05:00,2026-06-18 10:05:00
W000020,W001280,1,9.938585,1,2026-01-09 20:27:00,2026-01-09 20:27:00
W000020,W001342,1,0.270338,1,2026-01-04 13:11:00,2026-01-04 13:11:00
W000020,W001657,1,1.066546,1,2026-03-17 15:35:00,2026-03-17 15:35:00
W000020,W001698,1,0.649819,1,2026-01-26 18:16:00,2026-01-26 18:16:00
W000020,W001901,1,2.613316,1,2026-01-16 22:04:00,2026-01-16 22:04:00
W000020,W002300,1,5.030965,1,2026-06-05 01:49:00,2026-06-05 01:49:00
W000020,W002450,1,0.065011,1,2026-05-29 03:34:00,2026-05-29 03:34:00
W000021,W000114,1,5.548644,1,2026-04-09 16:26:00,2026-04-09 16:26:00
W000021,W000336,1,0.329594,1,2026-05-11 21:32:00,2026-05-11 21:32:00
W000021,W000384,1,3.253135,1,2026-03-01 22:14:00,2026-03-01 22:14:00
W000021,W000640,1,4.073475,1,2026-05-15 00:19:00,2026-05-15 00:19:00
W000021,W000744,1,0.348585,1,2026-04-13 04:12:00,2026-04-13 04:12:00
W000021,W000854,1,0.351416,1,2026-05-10 00:47:00,2026-05-10 00:47:00
W000021,W000896,1,2.622915,1,2026-05-06 17:09:00,2026-05-06 17:09:00
W000021,W000913,1,1.028243,1,2026-01-30 20:03:00,2026-01-30 20:03:00
W000021,W001113,1,1.21406,1,2026-02-22 21:27:00,2026-02-22 21:27:00
W000021,W001881,1,4.872977,1,2026-04-08 20:07:00,2026-04-08 20:07:00
W000021,W001988,1,1.114574,1,2026-02-13 15:30:00,2026-02-13 15:30:00
W000021,W002233,1,0.246106,1,2026-02-22 15:40:00,2026-02-22 15:40:00
W000021,W002450,1,5.500955,1,2026-02-09 04:35:00,2026-02-09 04:35:00
W000022,W000007,1,1.336033,1,2026-01-14 03:39:00,2026-01-14 03:39:00
W000022,W000158,1,12.816822,1,2026-03-29 01:00:00,2026-03-29 01:00:00
W000022,W000282,1,0.653128,1,2026-02-03 23:55:00,2026-02-03 23:55:00
